Ex_ID,sita,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,FW_time,Bike_flow
Ex 90,sita 4.1000000000000005,917563191.2716018,89000,45873.70956358009,[1 1 1 1 1 0],[1 1 1],0.027924299240112305,"{'N001': {'N002': 2435.1046143649205, 'N003': 2079.9640338362424}}"
Ex 90,sita 4.2,915887769.409626,94000,45789.6884704813,[1 1 0 1 1 1],[1 1 1],0.03992962837219238,"{'N001': {'N002': 2425.9343407383735, 'N003': 2099.0058213905527}}"
Ex 90,sita 4.3,919223588.828323,94000,45956.47944141615,[1 1 0 1 1 1],[1 1 1],0.03686642646789551,"{'N001': {'N002': 2413.0643927269557, 'N003': 2099.2862201631597}}"
Ex 90,sita 4.4,917567750.5075158,79000,45874.43752537579,[1 1 0 0 1 1],[1 1 1],0.03590059280395508,"{'N001': {'N002': 2440.722443432823, 'N003': 2068.314400213066}}"
Ex 90,sita 4.5,918726747.0515436,79000,45932.38735257718,[1 1 0 0 1 1],[1 1 1],0.0359044075012207,"{'N001': {'N002': 2439.8177537201796, 'N003': 2065.0572186020486}}"
Ex 90,sita 4.6000000000000005,919814970.5541229,79000,45986.798527706145,[1 1 0 0 1 1],[1 1 1],0.036900997161865234,"{'N001': {'N002': 2438.7509484662414, 'N003': 2062.2214130623483}}"
Ex 90,sita 4.7,922319092.7821335,74000,46112.25463910667,[1 1 0 1 1 0],[1 1 1],0.02792668342590332,"{'N001': {'N002': 2423.98558156049, 'N003': 2059.918224934043}}"
Ex 90,sita 4.800000000000001,923365904.2812256,74000,46164.59521406128,[1 1 0 1 1 0],[1 1 1],0.03194856643676758,"{'N001': {'N002': 2423.209299640509, 'N003': 2056.953114649623}}"
Ex 90,sita 4.9,924323749.3821962,74000,46212.48746910981,[1 1 0 1 1 0],[1 1 1],0.03088092803955078,"{'N001': {'N002': 2422.7321068747106, 'N003': 2054.0065430937907}}"
Ex 90,sita 5.0,925264424.339647,74000,46259.52121698235,[1 1 0 1 1 0],[1 1 1],0.03486752510070801,"{'N001': {'N002': 2422.5129924379594, 'N003': 2050.8628828870437}}"
