Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,FW_time
Ex 7,52095704.743257746,52000.0,2602.1852371628875,[0 1 1 0 1 0],[1 4 0],0.07810592651367188
Ex 7,52428350.30154519,51000.0,2618.867515077259,[0 1 1 0 1 0],[1 0 3],0.28118395805358887
Ex 7,52544453.13661593,52000.0,2624.6226568307966,[0 1 1 0 1 0],[1 0 4],0.29680538177490234
Ex 7,53284214.385761134,54000.0,2661.510719288057,[0 1 1 0 1 0],[1 2 3],0.21950721740722656
Ex 7,53394350.51008328,55000.0,2666.967525504164,[0 1 1 0 1 0],[1 2 4],0.18745851516723633
Ex 7,53441331.13867878,55000.0,2669.316556933939,[0 1 1 0 1 0],[1 4 3],0.2187061309814453
Ex 7,53551467.2630009,56000.0,2674.773363150045,[0 1 1 0 1 0],[1 4 4],0.18744635581970215
Ex 7,51085704.83255848,50000.0,2551.7852416279243,[0 1 1 0 0 1],[0 0 0],0.015621185302734375
Ex 7,52233476.424398385,56000.0,2608.873821219919,[0 1 1 0 0 1],[1 2 0],0.07811093330383301
Ex 7,52373284.82992529,57000.0,2615.8142414962645,[0 1 1 0 0 1],[1 4 0],0.06248307228088379
Ex 7,52124508.4267184,56000.0,2603.42542133592,[0 1 1 0 0 1],[1 0 3],0.20307636260986328
Ex 7,52263194.720670424,57000.0,2610.3097360335214,[0 1 1 0 0 1],[1 0 4],0.20379304885864258
Ex 7,53343991.47450249,59000.0,2664.2495737251243,[0 1 1 0 0 1],[1 2 3],0.09373021125793457
Ex 7,53476229.66812525,60000.0,2670.8114834062626,[0 1 1 0 0 1],[1 2 4],0.10934972763061523
Ex 7,53483799.667974345,60000.0,2671.1899833987172,[0 1 1 0 0 1],[1 4 3],0.10935306549072266
Ex 7,53616037.861597106,61000.0,2677.751893079855,[0 1 1 0 0 1],[1 4 4],0.10934329032897949
Ex 7,49031506.96348749,45000.0,2449.3253481743745,[0 0 1 1 1 0],[0 0 0],0.015620946884155273
Ex 7,50403143.34587093,51000.0,2517.6071672935464,[0 0 1 1 1 0],[1 2 0],0.34366679191589355
Ex 7,50545689.23368854,52000.0,2524.684461684427,[0 0 1 1 1 0],[1 4 0],0.3434109687805176
Ex 7,50487930.51654085,51000.0,2521.8465258270426,[0 0 1 1 1 0],[1 0 3],0.12493443489074707
Ex 7,50600468.65602069,52000.0,2527.423432801035,[0 0 1 1 1 0],[1 0 4],0.12497234344482422
Ex 7,51831850.713081315,54000.0,2588.892535654066,[0 0 1 1 1 0],[1 2 3],0.15621185302734375
Ex 7,51940160.429588094,55000.0,2594.2580214794048,[0 0 1 1 1 0],[1 2 4],0.15621328353881836
Ex 7,51968382.48772214,55000.0,2595.6691243861073,[0 0 1 1 1 0],[1 4 3],0.17622852325439453
Ex 7,52076692.204228915,56000.0,2601.034610211446,[0 0 1 1 1 0],[1 4 4],0.1380915641784668
Ex 7,49010921.44160366,50000.0,2448.046072080183,[0 0 1 1 0 1],[0 0 0],0.015623807907104492
Ex 7,50590122.77814569,56000.0,2526.7061389072846,[0 0 1 1 0 1],[1 2 0],0.23430871963500977
Ex 7,50715760.35874949,57000.0,2532.9380179374743,[0 0 1 1 0 1],[1 4 0],0.23431754112243652
Ex 7,50427723.03502243,56000.0,2518.5861517511216,[0 0 1 1 0 1],[1 0 3],0.15621256828308105
Ex 7,50546897.30889999,57000.0,2524.4948654449995,[0 0 1 1 0 1],[1 0 4],0.14059233665466309
Ex 7,51958547.83360283,59000.0,2594.9773916801414,[0 0 1 1 0 1],[1 2 3],0.21947836875915527
Ex 7,52070379.73721822,60000.0,2600.5189868609114,[0 0 1 1 0 1],[1 2 4],0.23432040214538574
Ex 7,52077282.381579936,60000.0,2600.8641190789967,[0 0 1 1 0 1],[1 4 3],0.21869754791259766
Ex 7,52189114.285195336,61000.0,2606.4057142597667,[0 0 1 1 0 1],[1 4 4],0.21869778633117676
Ex 7,49043528.50543898,50000.0,2449.676425271949,[0 0 0 1 1 1],[0 0 0],0.015621185302734375
Ex 7,50424508.462992676,56000.0,2518.425423149634,[0 0 0 1 1 1],[1 2 0],0.3444020748138428
Ex 7,50567020.37535841,57000.0,2525.5010187679204,[0 0 0 1 1 1],[1 4 0],0.35928988456726074
Ex 7,50448053.03826964,56000.0,2519.602651913482,[0 0 0 1 1 1],[1 0 3],0.10935115814208984
Ex 7,50565724.68233764,57000.0,2525.436234116882,[0 0 0 1 1 1],[1 0 4],0.10934782028198242
Ex 7,51799921.55225007,59000.0,2587.0460776125037,[0 0 0 1 1 1],[1 2 3],0.15621352195739746
Ex 7,51913015.61221417,60000.0,2592.6507806107084,[0 0 0 1 1 1],[1 2 4],0.15694260597229004
Ex 7,51936578.46993552,60000.0,2593.828923496776,[0 0 0 1 1 1],[1 4 3],0.1406261920928955
Ex 7,52049672.5298996,61000.0,2599.4336264949798,[0 0 0 1 1 1],[1 4 4],0.1562185287475586
Ex 7,51189169.322540514,80000.0,2555.4584661270255,[0 1 1 1 1 1],[0 0 0],0.015613555908203125
Ex 7,52016562.573994815,86000.0,2596.5281286997406,[0 1 1 1 1 1],[1 2 0],0.09373116493225098
Ex 7,52179258.07340886,87000.0,2604.612903670443,[0 1 1 1 1 1],[1 4 0],0.09373021125793457
Ex 7,52217964.580729574,86000.0,2606.5982290364786,[0 1 1 1 1 1],[1 0 3],0.328049898147583
Ex 7,52356832.26849816,87000.0,2613.491613424908,[0 1 1 1 1 1],[1 0 4],0.3134877681732178
Ex 7,53138986.94552137,89000.0,2652.4993472760684,[0 1 1 1 1 1],[1 2 3],0.12493610382080078
Ex 7,53267435.06832367,90000.0,2658.8717534161838,[0 1 1 1 1 1],[1 2 4],0.17183518409729004
Ex 7,53294498.76727161,90000.0,2660.2249383635803,[0 1 1 1 1 1],[1 4 3],0.14059042930603027
Ex 7,53422946.89007393,91000.0,2666.5973445036966,[0 1 1 1 1 1],[1 4 4],0.2812316417694092
Ex 7,50966457.950272925,85000.0,2544.0728975136462,[1 0 1 1 1 1],[0 0 0],0.031197071075439453
Ex 7,52119618.1007624,91000.0,2601.43090503812,[1 0 1 1 1 1],[1 2 0],0.5323607921600342
Ex 7,52265826.21816813,92000.0,2608.6913109084066,[1 0 1 1 1 1],[1 4 0],0.6716556549072266
Ex 7,51997064.86960966,91000.0,2595.303243480483,[1 0 1 1 1 1],[1 0 3],0.31246209144592285
Ex 7,52133928.245797805,92000.0,2602.0964122898904,[1 0 1 1 1 1],[1 0 4],0.31243038177490234
Ex 7,53176567.02852757,94000.0,2654.1283514263787,[1 0 1 1 1 1],[1 2 3],0.28117966651916504
Ex 7,53307345.408216186,95000.0,2660.6172704108094,[1 0 1 1 1 1],[1 2 4],0.4068431854248047
Ex 7,53316155.60182005,95000.0,2661.0577800910028,[1 0 1 1 1 1],[1 4 3],0.31246232986450195
Ex 7,53446933.98150867,96000.0,2667.5466990754335,[1 0 1 1 1 1],[1 4 4],0.29680490493774414
Ex 7,53617306.67138225,85000.0,2676.6153335691124,[1 1 0 1 1 1],[0 0 0],0.015622377395629883
Ex 7,54100204.070132345,91000.0,2700.4602035066173,[1 1 0 1 1 1],[1 2 0],0.31331539154052734
Ex 7,54273705.1062356,92000.0,2709.08525531178,[1 1 0 1 1 1],[1 4 0],0.28114819526672363
Ex 7,54364060.53156885,91000.0,2713.653026578442,[1 1 0 1 1 1],[1 0 3],0.15621256828308105
Ex 7,54505775.51109942,92000.0,2720.688775554971,[1 1 0 1 1 1],[1 0 4],0.18745684623718262
Ex 7,54995953.328184865,94000.0,2745.097666409243,[1 1 0 1 1 1],[1 2 3],0.1568596363067627
Ex 7,55131151.83456075,95000.0,2751.8075917280376,[1 1 0 1 1 1],[1 2 4],0.09375762939453125
Ex 7,55158646.971413925,95000.0,2753.1823485706964,[1 1 0 1 1 1],[1 4 3],0.12494087219238281
Ex 7,55293845.47778981,96000.0,2759.8922738894908,[1 1 0 1 1 1],[1 4 4],0.1405930519104004
Ex 7,53609479.835121,85000.0,2676.22399175605,[1 1 1 0 1 1],[0 0 0],0.031275272369384766
Ex 7,54081804.98683919,91000.0,2699.5402493419597,[1 1 1 0 1 1],[1 2 0],0.21870207786560059
Ex 7,54255384.17953197,92000.0,2708.1692089765984,[1 1 1 0 1 1],[1 4 0],0.3537778854370117
Ex 7,54363460.48528932,91000.0,2713.623024264466,[1 1 1 0 1 1],[1 0 3],0.19385290145874023
Ex 7,54506440.977618106,92000.0,2720.7220488809053,[1 1 1 0 1 1],[1 0 4],0.12500762939453125
Ex 7,54980035.056606725,94000.0,2744.301752830336,[1 1 1 0 1 1],[1 2 3],0.0624847412109375
Ex 7,55116167.34579331,95000.0,2751.0583672896655,[1 1 1 0 1 1],[1 2 4],0.07810544967651367
Ex 7,55143313.074161455,95000.0,2752.4156537080726,[1 1 1 0 1 1],[1 4 3],0.06245088577270508
Ex 7,55279445.36334804,96000.0,2759.172268167402,[1 1 1 0 1 1],[1 4 4],0.06252026557922363
Ex 7,53579456.26903477,85000.0,2674.7228134517386,[1 1 1 1 0 1],[0 0 0],0.015627384185791016
Ex 7,54470979.15370497,91000.0,2718.9989576852486,[1 1 1 1 0 1],[1 2 0],0.24993538856506348
Ex 7,54621946.45303106,92000.0,2726.497322651553,[1 1 1 1 0 1],[1 4 0],0.26619839668273926
Ex 7,54327612.05939859,91000.0,2711.8306029699297,[1 1 1 1 0 1],[1 0 3],0.10935640335083008
Ex 7,54469009.533516966,92000.0,2718.8504766758483,[1 1 1 1 0 1],[1 0 4],0.10934710502624512
Ex 7,55335412.84828309,94000.0,2762.0706424141545,[1 1 1 1 0 1],[1 2 3],0.1405930519104004
Ex 7,55469601.139793485,95000.0,2768.7300569896743,[1 1 1 1 0 1],[1 2 4],0.14059209823608398
Ex 7,55477499.6596464,95000.0,2769.12498298232,[1 1 1 1 0 1],[1 4 3],0.1249699592590332
Ex 7,55611687.95115682,96000.0,2775.7843975578407,[1 1 1 1 0 1],[1 4 4],0.14058971405029297
Ex 7,53606909.480714366,80000.0,2676.3454740357183,[1 1 1 1 1 0],[0 0 0],0.0
Ex 7,54094520.20776711,86000.0,2700.4260103883553,[1 1 1 1 1 0],[1 2 0],0.29756927490234375
Ex 7,54267967.63716837,87000.0,2709.0483818584185,[1 1 1 1 1 0],[1 4 0],0.3123962879180908
Ex 7,54359754.086136706,86000.0,2713.6877043068353,[1 1 1 1 1 0],[1 0 3],0.1406261920928955
Ex 7,54501454.32600518,87000.0,2720.722716300259,[1 1 1 1 1 0],[1 0 4],0.12497568130493164
Ex 7,54986814.3353332,89000.0,2744.89071676666,[1 1 1 1 1 0],[1 2 3],0.09372687339782715
Ex 7,55121829.524905,90000.0,2751.5914762452503,[1 1 1 1 1 0],[1 2 4],0.07810330390930176
Ex 7,55149429.45544455,90000.0,2752.9714727722276,[1 1 1 1 1 0],[1 4 3],0.07807135581970215
Ex 7,55284444.64501635,91000.0,2759.6722322508176,[1 1 1 1 1 0],[1 4 4],0.09449076652526855
Ex 7,49070992.998242855,65000.0,2450.2996499121427,[0 0 1 1 1 1],[0 0 0],0.015616178512573242
Ex 7,50447017.621668056,71000.0,2518.8008810834026,[0 0 1 1 1 1],[1 2 0],0.3436715602874756
Ex 7,50589686.17491469,72000.0,2525.8843087457344,[0 0 1 1 1 1],[1 4 0],0.3436696529388428
Ex 7,50475477.589082435,71000.0,2520.2238794541217,[0 0 1 1 1 1],[1 0 3],0.10931611061096191
Ex 7,50593212.56102455,72000.0,2526.0606280512275,[0 0 1 1 1 1],[1 0 4],0.12500429153442383
Ex 7,51822076.81056692,74000.0,2587.403840528346,[0 0 1 1 1 1],[1 2 3],0.1412343978881836
Ex 7,51935187.04613431,75000.0,2593.0093523067153,[0 0 1 1 1 1],[1 2 4],0.15621161460876465
Ex 7,51958779.626946926,75000.0,2594.1889813473463,[0 0 1 1 1 1],[1 4 3],0.15621352195739746
Ex 7,52071889.8625143,76000.0,2599.7944931257152,[0 0 1 1 1 1],[1 4 4],0.15621376037597656
Ex 7,51156753.64359362,65000.0,2554.587682179681,[0 1 0 1 1 1],[0 0 0],0.015621423721313477
Ex 7,51992047.96620266,71000.0,2596.052398310133,[0 1 0 1 1 1],[1 2 0],0.10934853553771973
Ex 7,52154673.76390983,72000.0,2604.1336881954917,[0 1 0 1 1 1],[1 4 0],0.09376645088195801
Ex 7,52169938.21831244,71000.0,2604.946910915622,[0 1 0 1 1 1],[1 0 3],0.31330037117004395
Ex 7,52308709.92224973,72000.0,2611.8354961124865,[0 1 0 1 1 1],[1 0 4],0.3280458450317383
Ex 7,53115846.5124148,74000.0,2652.0923256207398,[0 1 0 1 1 1],[1 2 3],0.10931611061096191
Ex 7,53244272.5518565,75000.0,2658.463627592825,[0 1 0 1 1 1],[1 2 4],0.10938549041748047
Ex 7,53271300.757095635,75000.0,2659.8150378547816,[0 1 0 1 1 1],[1 4 3],0.12493467330932617
Ex 7,53399726.79653734,76000.0,2666.186339826867,[0 1 0 1 1 1],[1 4 4],0.10934686660766602
Ex 7,51116336.76505475,65000.0,2552.5668382527374,[0 1 1 0 1 1],[0 0 0],0.015621423721313477
Ex 7,51958194.182818286,71000.0,2594.359709140914,[0 1 1 0 1 1],[1 2 0],0.09372782707214355
Ex 7,52122663.99362926,72000.0,2602.533199681463,[0 1 1 0 1 1],[1 4 0],0.07886362075805664
Ex 7,52169732.496108025,71000.0,2604.936624805401,[0 1 1 0 1 1],[1 0 3],0.29680824279785156
Ex 7,52308085.887257814,72000.0,2611.8042943628907,[0 1 1 0 1 1],[1 0 4],0.296802282333374
Ex 7,53079614.83341249,74000.0,2650.2807416706246,[0 1 1 0 1 1],[1 2 3],0.18745636940002441
Ex 7,53210496.12065234,75000.0,2656.774806032617,[0 1 1 0 1 1],[1 2 4],0.19872140884399414
Ex 7,53237550.48047651,75000.0,2658.1275240238256,[0 1 1 0 1 1],[1 4 3],0.17698383331298828
Ex 7,53368431.76771636,76000.0,2664.621588385818,[0 1 1 0 1 1],[1 4 4],0.18744683265686035
Ex 7,51158580.144798435,65000.0,2554.6790072399217,[0 1 1 1 0 1],[0 0 0],0.0
Ex 7,52304326.34025219,71000.0,2611.6663170126094,[0 1 1 1 0 1],[1 2 0],0.09372854232788086
Ex 7,52446275.2040975,72000.0,2618.713760204875,[0 1 1 1 0 1],[1 4 0],0.09373664855957031
Ex 7,52194917.279227965,71000.0,2606.195863961398,[0 1 1 1 0 1],[1 0 3],0.2786436080932617
Ex 7,52332281.538632356,72000.0,2613.0140769316176,[0 1 1 1 0 1],[1 0 4],0.29910755157470703
Ex 7,53262964.20293413,74000.0,2659.4482101467065,[0 1 1 1 0 1],[1 2 3],0.24994158744812012
Ex 7,53385936.74878495,75000.0,2665.5468374392476,[0 1 1 1 0 1],[1 2 4],0.2655613422393799
Ex 7,53393559.23253248,75000.0,2665.927961626624,[0 1 1 1 0 1],[1 4 3],0.24995040893554688
Ex 7,53516531.7783833,76000.0,2672.026588919165,[0 1 1 1 0 1],[1 4 4],0.3453950881958008
Ex 7,51156092.97334156,60000.0,2554.8046486670783,[0 1 1 1 1 0],[0 0 0],0.015624761581420898
Ex 7,51992989.63615262,66000.0,2596.349481807631,[0 1 1 1 1 0],[1 2 0],0.07810425758361816
Ex 7,52161423.58150066,67000.0,2604.721179075033,[0 1 1 1 1 0],[1 4 0],0.0624847412109375
Ex 7,52459648.655066684,66000.0,2619.682432753334,[0 1 1 1 1 0],[1 0 3],0.37488794326782227
Ex 7,52576376.440772615,67000.0,2625.4688220386306,[0 1 1 1 1 0],[1 0 4],0.4539523124694824
Ex 7,53231506.132763766,69000.0,2658.1253066381882,[0 1 1 1 1 0],[1 2 3],0.3437049388885498
Ex 7,53333765.635423355,70000.0,2663.1882817711676,[0 1 1 1 1 0],[1 2 4],0.3280487060546875
Ex 7,53381339.50725797,70000.0,2665.5669753628986,[0 1 1 1 1 0],[1 4 3],0.3285214900970459
Ex 7,53483599.00991756,71000.0,2670.629950495878,[0 1 1 1 1 0],[1 4 4],0.3124246597290039
Ex 7,50942108.20426324,70000.0,2543.605410213162,[1 0 0 1 1 1],[0 0 0],0.015620946884155273
Ex 7,52099924.57599298,76000.0,2601.196228799649,[1 0 0 1 1 1],[1 2 0],0.34366917610168457
Ex 7,52245999.200342566,77000.0,2608.4499600171284,[1 0 0 1 1 1],[1 4 0],0.36000943183898926
Ex 7,51966784.23019007,76000.0,2594.5392115095033,[1 0 0 1 1 1],[1 0 3],0.35929346084594727
Ex 7,52104258.980841994,77000.0,2601.3629490421,[1 0 0 1 1 1],[1 0 4],0.34366703033447266
Ex 7,53156087.22492099,79000.0,2653.8543612460494,[1 0 0 1 1 1],[1 2 3],0.2819976806640625
Ex 7,53286760.8227406,80000.0,2660.33804113703,[1 0 0 1 1 1],[1 2 4],0.2967972755432129
Ex 7,53295546.09970558,80000.0,2660.777304985279,[1 0 0 1 1 1],[1 4 3],0.2968018054962158
Ex 7,53426219.69752519,81000.0,2667.2609848762595,[1 0 0 1 1 1],[1 4 4],0.2819986343383789
Ex 7,50932780.758488245,70000.0,2543.139037924412,[1 0 1 0 1 1],[0 0 0],0.015670061111450195
Ex 7,52092583.71590509,76000.0,2600.8291857952545,[1 0 1 0 1 1],[1 2 0],0.28118062019348145
Ex 7,52239726.88185637,77000.0,2608.1363440928185,[1 0 1 0 1 1],[1 4 0],0.2968025207519531
Ex 7,52186267.433244936,76000.0,2605.5133716622468,[1 0 1 0 1 1],[1 0 3],0.26555657386779785
Ex 7,52307573.80503254,77000.0,2611.528690251627,[1 0 1 0 1 1],[1 0 4],0.21841120719909668
Ex 7,53366288.26071909,79000.0,2664.3644130359544,[1 0 1 0 1 1],[1 2 3],0.2655644416809082
Ex 7,53480431.560017675,80000.0,2670.021578000884,[1 0 1 0 1 1],[1 2 4],0.2811875343322754
Ex 7,53504481.45330241,80000.0,2671.2240726651207,[1 0 1 0 1 1],[1 4 3],0.28118014335632324
Ex 7,53618624.752601005,81000.0,2676.8812376300502,[1 0 1 0 1 1],[1 4 4],0.2517421245574951
Ex 7,50857546.927546136,70000.0,2539.377346377307,[1 0 1 1 0 1],[0 0 0],0.015620946884155273
Ex 7,52037094.44152502,76000.0,2598.054722076251,[1 0 1 1 0 1],[1 2 0],0.21869921684265137
Ex 7,52184679.2621292,77000.0,2605.38396310646,[1 0 1 1 0 1],[1 4 0],0.21869874000549316
Ex 7,51933340.00829444,76000.0,2592.867000414722,[1 0 1 1 0 1],[1 0 3],0.29680657386779785
Ex 7,52069980.50160194,77000.0,2599.649025080097,[1 0 1 1 0 1],[1 0 4],0.25068235397338867
Ex 7,53112876.54914573,79000.0,2651.6938274572863,[1 0 1 1 0 1],[1 2 3],0.17183470726013184
Ex 7,53244974.96152631,80000.0,2658.2487480763157,[1 0 1 1 0 1],[1 2 4],0.17183470726013184
Ex 7,53253071.15825274,80000.0,2658.653557912637,[1 0 1 1 0 1],[1 4 3],0.15621328353881836
Ex 7,53385169.57063332,81000.0,2665.208478531666,[1 0 1 1 0 1],[1 4 4],0.15621137619018555
Ex 7,50919079.06602096,65000.0,2542.703953301048,[1 0 1 1 1 0],[0 0 0],0.015628814697265625
Ex 7,52076025.03082886,71000.0,2600.2512515414433,[1 0 1 1 1 0],[1 2 0],0.34445858001708984
Ex 7,52221938.72217648,72000.0,2607.496936108824,[1 0 1 1 1 0],[1 4 0],0.3749125003814697
Ex 7,51945185.85931774,71000.0,2593.709292965887,[1 0 1 1 1 0],[1 0 3],0.2811858654022217
Ex 7,52083414.91740777,72000.0,2600.5707458703887,[1 0 1 1 1 0],[1 0 4],0.26527833938598633
Ex 7,53139217.93366237,74000.0,2653.2608966831185,[1 0 1 1 1 0],[1 2 3],0.2967705726623535
Ex 7,53269817.18116614,75000.0,2659.7408590583073,[1 0 1 1 1 0],[1 2 4],0.29683828353881836
Ex 7,53278687.00107515,75000.0,2660.1843500537575,[1 0 1 1 1 0],[1 4 3],0.29677248001098633
Ex 7,53409286.24857891,76000.0,2666.664312428946,[1 0 1 1 1 0],[1 4 4],0.2986440658569336
Ex 7,53585007.20791386,70000.0,2675.750360395693,[1 1 0 0 1 1],[0 0 0],0.015626192092895508
Ex 7,54096522.949972995,76000.0,2701.0261474986496,[1 1 0 0 1 1],[1 2 0],0.14058923721313477
Ex 7,54267519.175958164,77000.0,2709.525958797908,[1 1 0 0 1 1],[1 4 0],0.15621590614318848
Ex 7,54339049.0548748,76000.0,2713.15245274374,[1 1 0 0 1 1],[1 0 3],0.09372568130493164
Ex 7,54481986.05635451,77000.0,2720.2493028177255,[1 1 0 0 1 1],[1 0 4],0.10935187339782715
Ex 7,54976965.809527196,79000.0,2744.8982904763598,[1 1 0 0 1 1],[1 2 3],0.06248211860656738
Ex 7,55112495.51995257,80000.0,2751.6247759976286,[1 1 0 0 1 1],[1 2 4],0.0781087875366211
Ex 7,55139842.77339887,80000.0,2752.9921386699434,[1 1 0 0 1 1],[1 4 3],0.062483787536621094
Ex 7,55275372.483824246,81000.0,2759.7186241912123,[1 1 0 0 1 1],[1 4 4],0.062485456466674805
Ex 7,53557901.75422233,70000.0,2674.3950877111165,[1 1 0 1 0 1],[0 0 0],0.0
Ex 7,54452890.790029116,76000.0,2718.844539501456,[1 1 0 1 0 1],[1 2 0],0.25066351890563965
Ex 7,54603826.06713536,77000.0,2726.3413033567676,[1 1 0 1 0 1],[1 4 0],0.24993371963500977
Ex 7,54306610.31326325,76000.0,2711.5305156631625,[1 1 0 1 0 1],[1 0 3],0.1093449592590332
Ex 7,54447978.6198929,77000.0,2718.548930994645,[1 1 0 1 0 1],[1 0 4],0.09373044967651367
Ex 7,55318006.73969333,79000.0,2761.9503369846666,[1 1 0 1 0 1],[1 2 3],0.15617775917053223
Ex 7,55452190.34547393,80000.0,2768.6095172736964,[1 1 0 1 0 1],[1 2 4],0.14063000679016113
Ex 7,55460044.636725485,80000.0,2769.0022318362744,[1 1 0 1 0 1],[1 4 3],0.1257643699645996
Ex 7,55594228.24250609,81000.0,2775.661412125304,[1 1 0 1 0 1],[1 4 4],0.15617895126342773
Ex 7,53578665.208377935,65000.0,2675.6832604188967,[1 1 0 1 1 0],[0 0 0],0.015621423721313477
Ex 7,54073640.67938291,71000.0,2700.1320339691456,[1 1 0 1 1 0],[1 2 0],0.2968416213989258
Ex 7,54247043.936257906,72000.0,2708.7521968128954,[1 1 0 1 1 0],[1 4 0],0.2655627727508545
Ex 7,54332035.619492084,71000.0,2713.0517809746043,[1 1 0 1 1 0],[1 0 3],0.1249697208404541
Ex 7,54473669.59211827,72000.0,2720.0834796059135,[1 1 0 1 1 0],[1 0 4],0.12568902969360352
Ex 7,54965690.9748811,74000.0,2744.5845487440547,[1 1 0 1 1 0],[1 2 3],0.06248116493225098
Ex 7,55100818.367820576,75000.0,2751.2909183910288,[1 1 0 1 1 0],[1 2 4],0.07810521125793457
Ex 7,55128372.83831255,75000.0,2752.6686419156276,[1 1 0 1 1 0],[1 4 3],0.06248664855957031
Ex 7,55263500.23125204,76000.0,2759.3750115626017,[1 1 0 1 1 0],[1 4 4],0.07810449600219727
Ex 7,53545227.49479925,70000.0,2673.7613747399623,[1 1 1 0 0 1],[0 0 0],0.015620708465576172
Ex 7,54454338.79263523,76000.0,2718.9169396317616,[1 1 1 0 0 1],[1 2 0],0.12497091293334961
Ex 7,54603226.11819544,77000.0,2726.311305909772,[1 1 1 0 0 1],[1 4 0],0.12497353553771973
Ex 7,54302844.81550486,76000.0,2711.3422407752428,[1 1 1 0 0 1],[1 0 3],0.062487125396728516
Ex 7,54444522.96028943,77000.0,2718.3761480144717,[1 1 1 0 0 1],[1 0 4],0.07810473442077637
Ex 7,55260423.34686501,79000.0,2759.0711673432506,[1 1 1 0 0 1],[1 2 3],0.046862125396728516
Ex 7,55392950.258291304,80000.0,2765.647512914565,[1 1 1 0 0 1],[1 2 4],0.04686450958251953
Ex 7,55400564.908749476,80000.0,2766.0282454374737,[1 1 1 0 0 1],[1 4 3],0.046861886978149414
Ex 7,55533091.820175774,81000.0,2772.6045910087887,[1 1 1 0 0 1],[1 4 4],0.04686594009399414
Ex 7,53576780.33398508,65000.0,2675.589016699254,[1 1 1 0 1 0],[0 0 0],0.015620708465576172
Ex 7,54064584.2848581,71000.0,2699.679214242905,[1 1 1 0 1 0],[1 2 0],0.17263364791870117
Ex 7,54237548.750075065,72000.0,2708.2774375037534,[1 1 1 0 1 0],[1 4 0],0.1874682903289795
Ex 7,54607886.39604941,71000.0,2726.8443198024706,[1 1 1 0 1 0],[1 0 3],0.10930109024047852
Ex 7,54733646.40587389,72000.0,2733.0823202936945,[1 1 1 0 1 0],[1 0 4],0.1093907356262207
Ex 7,55202800.8346978,74000.0,2756.4400417348897,[1 1 1 0 1 0],[1 2 3],0.06248068809509277
Ex 7,55322375.198063165,75000.0,2762.368759903158,[1 1 1 0 1 0],[1 2 4],0.062485694885253906
Ex 7,55365167.5723116,75000.0,2764.50837861558,[1 1 1 0 1 0],[1 4 3],0.07810592651367188
Ex 7,55484741.93567699,76000.0,2770.4370967838495,[1 1 1 0 1 0],[1 4 4],0.07811093330383301
Ex 7,53548753.79844871,65000.0,2674.1876899224358,[1 1 1 1 0 0],[0 0 0],0.0
Ex 7,54442852.03820063,71000.0,2718.5926019100316,[1 1 1 1 0 0],[1 2 0],0.2506728172302246
Ex 7,54593601.93579696,72000.0,2726.080096789848,[1 1 1 1 0 0],[1 4 0],0.23432040214538574
Ex 7,54301446.98725243,71000.0,2711.5223493626213,[1 1 1 1 0 0],[1 0 3],0.10934901237487793
Ex 7,54442808.62156611,72000.0,2718.5404310783056,[1 1 1 1 0 0],[1 0 4],0.12493610382080078
Ex 7,55311130.69053274,74000.0,2761.856534526637,[1 1 1 1 0 0],[1 2 3],0.12497091293334961
Ex 7,55445263.68748861,75000.0,2768.5131843744302,[1 1 1 1 0 0],[1 2 4],0.15624737739562988
Ex 7,55453230.83896697,75000.0,2768.9115419483487,[1 1 1 1 0 0],[1 4 3],0.1405928134918213
Ex 7,55587363.83592283,76000.0,2775.5681917961415,[1 1 1 1 0 0],[1 4 4],0.1413867473602295
Ex 7,49043528.50543898,50000.0,2449.676425271949,[0 0 0 1 1 1],[0 0 0],0.01561594009399414
Ex 7,50424508.462992676,56000.0,2518.425423149634,[0 0 0 1 1 1],[1 2 0],0.37491297721862793
Ex 7,50567020.37535841,57000.0,2525.5010187679204,[0 0 0 1 1 1],[1 4 0],0.37491416931152344
Ex 7,50448053.03826964,56000.0,2519.602651913482,[0 0 0 1 1 1],[1 0 3],0.10935163497924805
Ex 7,50565724.68233764,57000.0,2525.436234116882,[0 0 0 1 1 1],[1 0 4],0.1257164478302002
Ex 7,51799921.55225007,59000.0,2587.0460776125037,[0 0 0 1 1 1],[1 2 3],0.15621471405029297
Ex 7,51913015.61221417,60000.0,2592.6507806107084,[0 0 0 1 1 1],[1 2 4],0.15621280670166016
Ex 7,51936578.46993552,60000.0,2593.828923496776,[0 0 0 1 1 1],[1 4 3],0.15621185302734375
Ex 7,52049672.5298996,61000.0,2599.4336264949798,[0 0 0 1 1 1],[1 4 4],0.15621376037597656
Ex 7,49028962.80553999,50000.0,2448.9481402769993,[0 0 1 0 1 1],[0 0 0],0.015624284744262695
Ex 7,50381562.20785889,56000.0,2516.2781103929447,[0 0 1 0 1 1],[1 2 0],0.07810592651367188
Ex 7,50525491.15328994,57000.0,2523.4245576644967,[0 0 1 0 1 1],[1 4 0],0.09372687339782715
Ex 7,50441002.41020164,56000.0,2519.250120510082,[0 0 1 0 1 1],[1 0 3],0.09372758865356445
Ex 7,50558616.332556404,57000.0,2525.0808166278202,[0 0 1 0 1 1],[1 0 4],0.09441328048706055
