Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,FW_time,Bike_flow
Ex 7,48926181.42193636,0,2446.309071096818,[0 0 0 0 0 0],[0 0 0],0.015066146850585938,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50509258.53843381,6000.0,2525.1629269216905,[0 0 0 0 0 0],[1 2 0],0.24497079849243164,"{'N001': {'N002': 124.5529886277265, 'N003': 0}}"
Ex 7,50634811.52706154,7000.0,2531.390576353077,[0 0 0 0 0 0],[1 4 0],0.2352309226989746,"{'N001': {'N002': 124.5529886277265, 'N003': 0}}"
Ex 7,50493095.44875239,6000.0,2524.3547724376194,[0 0 0 0 0 0],[1 0 3],0.0874936580657959,"{'N001': {'N002': 0, 'N003': 97.86741819070875}}"
Ex 7,50591962.8669431,7000.0,2529.248143347155,[0 0 0 0 0 0],[1 0 4],0.09230780601501465,"{'N001': {'N002': 0, 'N003': 97.86741819070875}}"
Ex 7,51992081.09070381,9000.0,2599.1540545351904,[0 0 0 0 0 0],[1 2 3],0.16522812843322754,"{'N001': {'N002': 117.32927328901398, 'N003': 93.4240564895961}}"
Ex 7,52086505.1471934,10000.0,2603.82525735967,[0 0 0 0 0 0],[1 2 4],0.13966798782348633,"{'N001': {'N002': 117.32927328901398, 'N003': 93.4240564895961}}"
Ex 7,52110410.363992825,10000.0,2605.020518199641,[0 0 0 0 0 0],[1 4 3],0.14992332458496094,"{'N001': {'N002': 117.32927328901398, 'N003': 93.4240564895961}}"
Ex 7,52204834.42048242,11000.0,2609.691721024121,[0 0 0 0 0 0],[1 4 4],0.14005351066589355,"{'N001': {'N002': 117.32927328901398, 'N003': 93.4240564895961}}"
Ex 7,50803205.675842516,20000.0,2539.160283792126,[1 0 0 0 0 0],[0 0 0],0.03035283088684082,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52184572.20734485,26000.0,2607.9286103672425,[1 0 0 0 0 0],[1 2 0],0.23483824729919434,"{'N001': {'N002': 128.81577955359734, 'N003': 0}}"
Ex 7,52314387.986898445,27000.0,2614.3693993449224,[1 0 0 0 0 0],[1 4 0],0.23012661933898926,"{'N001': {'N002': 128.81577955359734, 'N003': 0}}"
Ex 7,52071861.39525196,26000.0,2602.293069762598,[1 0 0 0 0 0],[1 0 3],0.28485846519470215,"{'N001': {'N002': 0, 'N003': 119.50939047076592}}"
Ex 7,52192370.785722725,27000.0,2608.2685392861363,[1 0 0 0 0 0],[1 0 4],0.27007341384887695,"{'N001': {'N002': 0, 'N003': 119.50939047076592}}"
Ex 7,53459366.13118791,29000.0,2671.5183065593956,[1 0 0 0 0 0],[1 2 3],0.19974732398986816,"{'N001': {'N002': 120.11355136498047, 'N003': 113.0903041430171}}"
Ex 7,53573456.43533093,30000.0,2677.1728217665463,[1 0 0 0 0 0],[1 2 4],0.21502947807312012,"{'N001': {'N002': 120.11355136498047, 'N003': 113.0903041430171}}"
Ex 7,53580479.68255289,30000.0,2677.5239841276443,[1 0 0 0 0 0],[1 4 3],0.1952977180480957,"{'N001': {'N002': 120.11355136498047, 'N003': 113.0903041430171}}"
Ex 7,53694569.98669591,31000.0,2683.1784993347956,[1 0 0 0 0 0],[1 4 4],0.20459914207458496,"{'N001': {'N002': 120.11355136498047, 'N003': 113.0903041430171}}"
Ex 7,51041188.88571522,15000.0,2551.309444285761,[0 1 0 0 0 0],[0 0 0],0.015038013458251953,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52192221.61533046,21000.0,2608.561080766523,[0 1 0 0 0 0],[1 2 0],0.10515737533569336,"{'N001': {'N002': 138.7630046808529, 'N003': 0}}"
Ex 7,52331984.62001131,22000.0,2615.4992310005655,[0 1 0 0 0 0],[1 4 0],0.09980607032775879,"{'N001': {'N002': 138.7630046808529, 'N003': 0}}"
Ex 7,52366766.87605948,21000.0,2617.288343802974,[0 1 0 0 0 0],[1 0 3],0.24528193473815918,"{'N001': {'N002': 0, 'N003': 115.23893429981945}}"
Ex 7,52483005.8103593,22000.0,2623.050290517965,[0 1 0 0 0 0],[1 0 4],0.25982093811035156,"{'N001': {'N002': 0, 'N003': 115.23893429981945}}"
Ex 7,53506658.96255158,24000.0,2674.132948127579,[0 1 0 0 0 0],[1 2 3],0.06510162353515625,"{'N001': {'N002': 136.41857665585908, 'N003': 108.98755289563432}}"
Ex 7,53616646.51544721,25000.0,2679.5823257723605,[0 1 0 0 0 0],[1 2 4],0.07012224197387695,"{'N001': {'N002': 136.41857665585908, 'N003': 108.98755289563432}}"
Ex 7,53644077.539207436,25000.0,2680.953876960372,[0 1 0 0 0 0],[1 4 3],0.06977963447570801,"{'N001': {'N002': 136.41857665585908, 'N003': 108.98755289563432}}"
Ex 7,53754065.09210307,26000.0,2686.4032546051535,[0 1 0 0 0 0],[1 4 4],0.05995440483093262,"{'N001': {'N002': 136.41857665585908, 'N003': 108.98755289563432}}"
Ex 7,48944921.34013338,15000.0,2446.496067006669,[0 0 1 0 0 0],[0 0 0],0.01321554183959961,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50526479.96777654,21000.0,2525.273998388827,[0 0 1 0 0 0],[1 2 0],0.22696971893310547,"{'N001': {'N002': 124.57641605357726, 'N003': 0}}"
Ex 7,50652056.383830115,22000.0,2531.5028191915058,[0 0 1 0 0 0],[1 4 0],0.20515847206115723,"{'N001': {'N002': 124.57641605357726, 'N003': 0}}"
Ex 7,50511455.230929375,21000.0,2524.5227615464687,[0 0 1 0 0 0],[1 0 3],0.0799410343170166,"{'N001': {'N002': 0, 'N003': 97.89118775109645}}"
Ex 7,50610346.41868047,22000.0,2529.4173209340233,[0 0 1 0 0 0],[1 0 4],0.0849149227142334,"{'N001': {'N002': 0, 'N003': 97.89118775109645}}"
Ex 7,52009044.85324924,24000.0,2599.252242662462,[0 0 1 0 0 0],[1 2 3],0.13492369651794434,"{'N001': {'N002': 117.37479447947501, 'N003': 93.431478494266}}"
Ex 7,52103476.331743516,25000.0,2603.9238165871757,[0 0 1 0 0 0],[1 2 4],0.1549365520477295,"{'N001': {'N002': 117.37479447947501, 'N003': 93.431478494266}}"
Ex 7,52127419.64772871,25000.0,2605.1209823864356,[0 0 1 0 0 0],[1 4 3],0.1800243854522705,"{'N001': {'N002': 117.37479447947501, 'N003': 93.431478494266}}"
Ex 7,52221851.12622299,26000.0,2609.7925563111494,[0 0 1 0 0 0],[1 4 4],0.13475847244262695,"{'N001': {'N002': 117.37479447947501, 'N003': 93.431478494266}}"
Ex 7,48958529.116418034,15000.0,2447.1764558209015,[0 0 0 1 0 0],[0 0 0],0.01518559455871582,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50547928.373586155,21000.0,2526.3464186793076,[0 0 0 1 0 0],[1 2 0],0.29856204986572266,"{'N001': {'N002': 124.54742966769716, 'N003': 0}}"
Ex 7,50673475.803253844,22000.0,2532.573790162692,[0 0 0 1 0 0],[1 4 0],0.28161072731018066,"{'N001': {'N002': 124.54742966769716, 'N003': 0}}"
Ex 7,50415030.346246265,21000.0,2519.701517312313,[0 0 0 1 0 0],[1 0 3],0.1797335147857666,"{'N001': {'N002': 0, 'N003': 111.32017850798088}}"
Ex 7,50527350.52475425,22000.0,2525.2675262377124,[0 0 0 1 0 0],[1 0 4],0.18009281158447266,"{'N001': {'N002': 0, 'N003': 111.32017850798088}}"
Ex 7,51960907.667831,24000.0,2596.84538339155,[0 0 0 1 0 0],[1 2 3],0.3550403118133545,"{'N001': {'N002': 117.56942161314525, 'N003': 106.04960670291156}}"
Ex 7,52067957.27453393,25000.0,2602.1478637266964,[0 0 0 1 0 0],[1 2 4],0.2947514057159424,"{'N001': {'N002': 117.56942161314525, 'N003': 106.04960670291156}}"
Ex 7,52079477.08944415,25000.0,2602.7238544722077,[0 0 0 1 0 0],[1 4 3],0.31029319763183594,"{'N001': {'N002': 117.56942161314525, 'N003': 106.04960670291156}}"
Ex 7,52186526.69614706,26000.0,2608.026334807353,[0 0 0 1 0 0],[1 4 4],0.3101167678833008,"{'N001': {'N002': 117.56942161314525, 'N003': 106.04960670291156}}"
Ex 7,48970785.34981135,15000.0,2447.7892674905675,[0 0 0 0 1 0],[0 0 0],0.019654035568237305,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50329791.95487244,21000.0,2515.439597743622,[0 0 0 0 1 0],[1 2 0],0.11504006385803223,"{'N001': {'N002': 142.8398760382317, 'N003': 0}}"
Ex 7,50473631.83091067,22000.0,2522.5815915455332,[0 0 0 0 1 0],[1 4 0],0.10030794143676758,"{'N001': {'N002': 142.8398760382317, 'N003': 0}}"
Ex 7,50534763.37759467,21000.0,2525.6881688797334,[0 0 0 0 1 0],[1 0 3],0.159867525100708,"{'N001': {'N002': 0, 'N003': 97.62203725622223}}"
Ex 7,50633385.41485088,22000.0,2530.569270742544,[0 0 0 0 1 0],[1 0 4],0.14995622634887695,"{'N001': {'N002': 0, 'N003': 97.62203725622223}}"
Ex 7,51859393.16604838,24000.0,2591.769658302419,[0 0 0 0 1 0],[1 2 3],0.0947113037109375,"{'N001': {'N002': 134.5060300950725, 'N003': 93.80182849621505}}"
Ex 7,51954194.994544595,25000.0,2596.45974972723,[0 0 0 0 1 0],[1 2 4],0.08038735389709473,"{'N001': {'N002': 134.5060300950725, 'N003': 93.80182849621505}}"
Ex 7,51994899.19614345,25000.0,2598.4949598071726,[0 0 0 0 1 0],[1 4 3],0.08494973182678223,"{'N001': {'N002': 134.5060300950725, 'N003': 93.80182849621505}}"
Ex 7,52089701.024639666,26000.0,2603.1850512319834,[0 0 0 0 1 0],[1 4 4],0.10003113746643066,"{'N001': {'N002': 134.5060300950725, 'N003': 93.80182849621505}}"
Ex 7,48952956.50530939,20000.0,2446.6478252654692,[0 0 0 0 0 1],[0 0 0],0.015067338943481445,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50533633.7683108,26000.0,2525.38168841554,[0 0 0 0 0 1],[1 2 0],0.2301180362701416,"{'N001': {'N002': 124.55005630057576, 'N003': 0}}"
Ex 7,50659183.82461137,27000.0,2531.6091912305687,[0 0 0 0 0 1],[1 4 0],0.21490740776062012,"{'N001': {'N002': 124.55005630057576, 'N003': 0}}"
Ex 7,50366414.84024229,26000.0,2517.0207420121146,[0 0 0 0 0 1],[1 0 3],0.0997469425201416,"{'N001': {'N002': 0, 'N003': 116.59506275807153}}"
Ex 7,50484009.90300036,27000.0,2522.850495150018,[0 0 0 0 0 1],[1 0 4],0.09503626823425293,"{'N001': {'N002': 0, 'N003': 116.59506275807153}}"
Ex 7,51893201.15517527,29000.0,2593.2100577587635,[0 0 0 0 0 1],[1 2 3],0.06505393981933594,"{'N001': {'N002': 118.23316482767207, 'N003': 111.5091111479223}}"
Ex 7,52005710.2663232,30000.0,2598.78551331616,[0 0 0 0 0 1],[1 2 4],0.06974506378173828,"{'N001': {'N002': 118.23316482767207, 'N003': 111.5091111479223}}"
Ex 7,52012434.32000294,30000.0,2599.121716000147,[0 0 0 0 0 1],[1 4 3],0.06016874313354492,"{'N001': {'N002': 118.23316482767207, 'N003': 111.5091111479223}}"
Ex 7,52124943.431150876,31000.0,2604.6971715575437,[0 0 0 0 0 1],[1 4 4],0.0798332691192627,"{'N001': {'N002': 118.23316482767207, 'N003': 111.5091111479223}}"
Ex 7,53500096.28306055,35000.0,2673.2548141530274,[1 1 0 0 0 0],[0 0 0],0.015121936798095703,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,54413829.71209938,41000.0,2718.641485604969,[1 1 0 0 0 0],[1 2 0],0.16501545906066895,"{'N001': {'N002': 147.87043797396086, 'N003': 0}}"
Ex 7,54562700.15007334,42000.0,2726.035007503667,[1 1 0 0 0 0],[1 4 0],0.14993882179260254,"{'N001': {'N002': 147.87043797396086, 'N003': 0}}"
Ex 7,54523982.29154657,41000.0,2724.1491145773284,[1 1 0 0 0 0],[1 0 3],0.08511734008789062,"{'N001': {'N002': 0, 'N003': 123.66809130430889}}"
Ex 7,54648650.38285088,42000.0,2730.332519142544,[1 1 0 0 0 0],[1 0 4],0.0998985767364502,"{'N001': {'N002': 0, 'N003': 123.66809130430889}}"
Ex 7,55448244.53774467,44000.0,2770.2122268872336,[1 1 0 0 0 0],[1 2 3],0.06992578506469727,"{'N001': {'N002': 138.7461381528012, 'N003': 115.68370963524066}}"
Ex 7,55564928.24737992,45000.0,2775.996412368996,[1 1 0 0 0 0],[1 2 4],0.06020021438598633,"{'N001': {'N002': 138.7461381528012, 'N003': 115.68370963524066}}"
Ex 7,55587990.67589747,45000.0,2777.1495337948736,[1 1 0 0 0 0],[1 4 3],0.059771060943603516,"{'N001': {'N002': 138.7461381528012, 'N003': 115.68370963524066}}"
Ex 7,55704674.38553272,46000.0,2782.933719276636,[1 1 0 0 0 0],[1 4 4],0.060260772705078125,"{'N001': {'N002': 138.7461381528012, 'N003': 115.68370963524066}}"
Ex 7,50820630.27270879,35000.0,2539.2815136354393,[1 0 1 0 0 0],[0 0 0],0.025150537490844727,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,51997334.66919864,41000.0,2597.816733459932,[1 0 1 0 0 0],[1 2 0],0.2849464416503906,"{'N001': {'N002': 144.39841250573073, 'N003': 0}}"
Ex 7,52142733.08170436,42000.0,2605.0366540852183,[1 0 1 0 0 0],[1 4 0],0.2697715759277344,"{'N001': {'N002': 144.39841250573073, 'N003': 0}}"
Ex 7,52088681.77992978,41000.0,2602.384088996489,[1 0 1 0 0 0],[1 0 3],0.2800607681274414,"{'N001': {'N002': 0, 'N003': 119.52335837811886}}"
Ex 7,52209205.1383079,42000.0,2608.360256915395,[1 0 1 0 0 0],[1 0 4],0.2803220748901367,"{'N001': {'N002': 0, 'N003': 119.52335837811886}}"
Ex 7,53267623.46475191,44000.0,2661.1811732375954,[1 0 1 0 0 0],[1 2 3],0.20960378646850586,"{'N001': {'N002': 136.7494654085934, 'N003': 113.56939874253334}}"
Ex 7,53382192.86349445,45000.0,2666.8596431747224,[1 0 1 0 0 0],[1 2 4],0.19026565551757812,"{'N001': {'N002': 136.7494654085934, 'N003': 113.56939874253334}}"
Ex 7,53405372.9301605,45000.0,2668.018646508025,[1 0 1 0 0 0],[1 4 3],0.20468950271606445,"{'N001': {'N002': 136.7494654085934, 'N003': 113.56939874253334}}"
Ex 7,53519942.32890304,46000.0,2673.697116445152,[1 0 1 0 0 0],[1 4 4],0.20021533966064453,"{'N001': {'N002': 136.7494654085934, 'N003': 113.56939874253334}}"
Ex 7,50805797.26003754,35000.0,2538.539863001877,[1 0 0 1 0 0],[0 0 0],0.015000581741333008,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52219968.83249001,41000.0,2608.9484416245004,[1 0 0 1 0 0],[1 2 0],0.324906587600708,"{'N001': {'N002': 128.25443362525124, 'N003': 0}}"
Ex 7,52349223.26611526,42000.0,2615.361163305763,[1 0 0 1 0 0],[1 4 0],0.3699982166290283,"{'N001': {'N002': 128.25443362525124, 'N003': 0}}"
Ex 7,51886424.55736533,41000.0,2592.2712278682666,[1 0 0 1 0 0],[1 0 3],0.4001657962799072,"{'N001': {'N002': 0, 'N003': 135.58299667880428}}"
Ex 7,52023007.554044135,42000.0,2599.050377702207,[1 0 0 1 0 0],[1 0 4],0.3298497200012207,"{'N001': {'N002': 0, 'N003': 135.58299667880428}}"
Ex 7,53271418.403873675,44000.0,2661.3709201936836,[1 0 0 1 0 0],[1 2 3],0.2748708724975586,"{'N001': {'N002': 120.50872746925604, 'N003': 128.5670011206534}}"
Ex 7,53400985.404994324,45000.0,2667.7992702497163,[1 0 0 1 0 0],[1 2 4],0.2700071334838867,"{'N001': {'N002': 120.50872746925604, 'N003': 128.5670011206534}}"
Ex 7,53392927.131342925,45000.0,2667.396356567146,[1 0 0 1 0 0],[1 4 3],0.2750818729400635,"{'N001': {'N002': 120.50872746925604, 'N003': 128.5670011206534}}"
Ex 7,53522494.132463574,46000.0,2673.824706623179,[1 0 0 1 0 0],[1 4 4],0.2801017761230469,"{'N001': {'N002': 120.50872746925604, 'N003': 128.5670011206534}}"
Ex 7,50868165.80623291,35000.0,2541.6582903116455,[1 0 0 0 1 0],[0 0 0],0.024871826171875,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52029374.25909974,41000.0,2599.418712954987,[1 0 0 0 1 0],[1 2 0],0.36678242683410645,"{'N001': {'N002': 145.6879451929012, 'N003': 0}}"
Ex 7,52176062.20429264,42000.0,2606.703110214632,[1 0 0 0 1 0],[1 4 0],0.3881685733795166,"{'N001': {'N002': 145.6879451929012, 'N003': 0}}"
Ex 7,52127090.81709445,41000.0,2604.3045408547227,[1 0 0 0 1 0],[1 0 3],0.30999088287353516,"{'N001': {'N002': 0, 'N003': 119.96563917264557}}"
Ex 7,52248056.456267096,42000.0,2610.302822813355,[1 0 0 0 1 0],[1 0 4],0.27027320861816406,"{'N001': {'N002': 0, 'N003': 119.96563917264557}}"
Ex 7,53314500.891976334,44000.0,2663.5250445988167,[1 0 0 0 1 0],[1 2 3],0.44985079765319824,"{'N001': {'N002': 137.07393921268448, 'N003': 112.98580431028957}}"
Ex 7,53428486.69628662,45000.0,2669.174334814331,[1 0 0 0 1 0],[1 2 4],0.4801950454711914,"{'N001': {'N002': 137.07393921268448, 'N003': 112.98580431028957}}"
Ex 7,53452574.831189014,45000.0,2670.3787415594506,[1 0 0 0 1 0],[1 4 3],0.42981719970703125,"{'N001': {'N002': 137.07393921268448, 'N003': 112.98580431028957}}"
Ex 7,53566560.63549931,46000.0,2676.0280317749657,[1 0 0 0 1 0],[1 4 4],0.3352086544036865,"{'N001': {'N002': 137.07393921268448, 'N003': 112.98580431028957}}"
Ex 7,50833496.998327866,40000.0,2539.674849916393,[1 0 0 0 0 1],[0 0 0],0.024804115295410156,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52230625.155909486,46000.0,2609.2312577954744,[1 0 0 0 0 1],[1 2 0],0.19983386993408203,"{'N001': {'N002': 128.83649885978267, 'N003': 0}}"
Ex 7,52360461.65476927,47000.0,2615.6730827384636,[1 0 0 0 0 1],[1 4 0],0.2203676700592041,"{'N001': {'N002': 128.83649885978267, 'N003': 0}}"
Ex 7,52097945.03619528,46000.0,2602.5972518097637,[1 0 0 0 0 1],[1 0 3],0.24968719482421875,"{'N001': {'N002': 0, 'N003': 119.53468285696974}}"
Ex 7,52218479.71905225,47000.0,2608.5739859526125,[1 0 0 0 0 1],[1 0 4],0.2549891471862793,"{'N001': {'N002': 0, 'N003': 119.53468285696974}}"
Ex 7,53484134.77105504,49000.0,2671.7567385527523,[1 0 0 0 0 1],[1 2 3],0.1855919361114502,"{'N001': {'N002': 120.09142701814655, 'N003': 113.1518561338236}}"
Ex 7,53598286.62718886,50000.0,2677.414331359443,[1 0 0 0 0 1],[1 2 4],0.18422389030456543,"{'N001': {'N002': 120.09142701814655, 'N003': 113.1518561338236}}"
Ex 7,53605226.198073186,50000.0,2677.7613099036594,[1 0 0 0 0 1],[1 4 3],0.1853337287902832,"{'N001': {'N002': 120.09142701814655, 'N003': 113.1518561338236}}"
Ex 7,53719378.05420701,51000.0,2683.4189027103507,[1 0 0 0 0 1],[1 4 4],0.19019794464111328,"{'N001': {'N002': 120.09142701814655, 'N003': 113.1518561338236}}"
Ex 7,51061630.48685923,30000.0,2551.5815243429615,[0 1 1 0 0 0],[0 0 0],0.014622211456298828,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52210119.65014983,36000.0,2608.7059825074916,[0 1 1 0 0 0],[1 2 0],0.09030628204345703,"{'N001': {'N002': 138.79348031483738, 'N003': 0}}"
Ex 7,52349913.130464666,37000.0,2615.6456565232334,[0 1 1 0 0 0],[1 4 0],0.08982968330383301,"{'N001': {'N002': 138.79348031483738, 'N003': 0}}"
Ex 7,52396334.48168139,36000.0,2618.0167240840697,[0 1 1 0 0 0],[1 0 3],0.24542975425720215,"{'N001': {'N002': 0, 'N003': 115.68919137911924}}"
Ex 7,52513023.67306051,37000.0,2623.8011836530254,[0 1 1 0 0 0],[1 0 4],0.24462366104125977,"{'N001': {'N002': 0, 'N003': 115.68919137911924}}"
Ex 7,53563452.42449522,39000.0,2676.222621224761,[0 1 1 0 0 0],[1 2 3],0.1447925567626953,"{'N001': {'N002': 138.09399457887793, 'N003': 110.72305178851603}}"
Ex 7,53675175.47628374,40000.0,2681.758773814187,[0 1 1 0 0 0],[1 2 4],0.13965606689453125,"{'N001': {'N002': 138.09399457887793, 'N003': 110.72305178851603}}"
Ex 7,53702546.419074096,40000.0,2683.127320953705,[0 1 1 0 0 0],[1 4 3],0.14494609832763672,"{'N001': {'N002': 138.09399457887793, 'N003': 110.72305178851603}}"
Ex 7,53814269.47086261,41000.0,2688.6634735431307,[0 1 1 0 0 0],[1 4 4],0.15006613731384277,"{'N001': {'N002': 138.09399457887793, 'N003': 110.72305178851603}}"
Ex 7,51105502.30259323,30000.0,2553.7751151296616,[0 1 0 1 0 0],[0 0 0],0.009676933288574219,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52256292.81048726,36000.0,2611.014640524363,[0 1 0 1 0 0],[1 2 0],0.11005520820617676,"{'N001': {'N002': 140.8734537061827, 'N003': 0}}"
Ex 7,52398166.264193445,37000.0,2618.058313209672,[0 1 0 1 0 0],[1 4 0],0.10178208351135254,"{'N001': {'N002': 140.8734537061827, 'N003': 0}}"
Ex 7,52419620.772214875,36000.0,2619.1810386107436,[0 1 0 1 0 0],[1 0 3],0.26328539848327637,"{'N001': {'N002': 0, 'N003': 114.9792217227507}}"
Ex 7,52535599.99393763,37000.0,2624.929999696881,[0 1 0 1 0 0],[1 0 4],0.2898683547973633,"{'N001': {'N002': 0, 'N003': 114.9792217227507}}"
Ex 7,53576545.2536304,39000.0,2676.87726268152,[0 1 0 1 0 0],[1 2 3],0.06010699272155762,"{'N001': {'N002': 137.2006138056946, 'N003': 109.52528908694319}}"
Ex 7,53687070.54271734,40000.0,2682.353527135867,[0 1 0 1 0 0],[1 2 4],0.07015633583068848,"{'N001': {'N002': 137.2006138056946, 'N003': 109.52528908694319}}"
Ex 7,53714745.867436096,40000.0,2683.7372933718048,[0 1 0 1 0 0],[1 4 3],0.06596779823303223,"{'N001': {'N002': 137.2006138056946, 'N003': 109.52528908694319}}"
Ex 7,53825271.156523034,41000.0,2689.213557826152,[0 1 0 1 0 0],[1 4 4],0.06859827041625977,"{'N001': {'N002': 137.2006138056946, 'N003': 109.52528908694319}}"
Ex 7,51061362.2677599,30000.0,2551.568113387995,[0 1 0 0 1 0],[0 0 0],0.01516580581665039,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,51909921.95694998,36000.0,2593.696097847499,[0 1 0 0 1 0],[1 2 0],0.07997894287109375,"{'N001': {'N002': 163.37641992268604, 'N003': 0}}"
Ex 7,52074298.376872666,37000.0,2601.8649188436334,[0 1 0 0 1 0],[1 4 0],0.08994436264038086,"{'N001': {'N002': 163.37641992268604, 'N003': 0}}"
Ex 7,52402822.29202343,36000.0,2618.3411146011713,[0 1 0 0 1 0],[1 0 3],0.3501160144805908,"{'N001': {'N002': 0, 'N003': 115.06750376322128}}"
Ex 7,52518889.79578665,37000.0,2624.0944897893323,[0 1 0 0 1 0],[1 0 4],0.35004281997680664,"{'N001': {'N002': 0, 'N003': 115.06750376322128}}"
Ex 7,53264429.18076263,39000.0,2661.2714590381315,[0 1 0 0 1 0],[1 2 3],0.24483895301818848,"{'N001': {'N002': 156.06628506371237, 'N003': 109.13134164401082}}"
Ex 7,53374560.52240664,40000.0,2666.728026120332,[0 1 0 0 1 0],[1 2 4],0.23532605171203613,"{'N001': {'N002': 156.06628506371237, 'N003': 109.13134164401082}}"
Ex 7,53421495.46582634,40000.0,2669.074773291317,[0 1 0 0 1 0],[1 4 3],0.23973464965820312,"{'N001': {'N002': 156.06628506371237, 'N003': 109.13134164401082}}"
Ex 7,53531626.80747035,41000.0,2674.5313403735177,[0 1 0 0 1 0],[1 4 4],0.24033617973327637,"{'N001': {'N002': 156.06628506371237, 'N003': 109.13134164401082}}"
Ex 7,51064996.49255594,35000.0,2551.499824627797,[0 1 0 0 0 1],[0 0 0],0.02461385726928711,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,52215441.11374464,41000.0,2608.722055687232,[0 1 0 0 0 1],[1 2 0],0.08504843711853027,"{'N001': {'N002': 138.7701582804724, 'N003': 0}}"
Ex 7,52355211.272025116,42000.0,2615.660563601256,[0 1 0 0 0 1],[1 4 0],0.09524893760681152,"{'N001': {'N002': 138.7701582804724, 'N003': 0}}"
Ex 7,52105671.528481916,41000.0,2603.2335764240956,[0 1 0 0 0 1],[1 0 3],0.22962045669555664,"{'N001': {'N002': 0, 'N003': 137.6674262484422}}"
Ex 7,52244338.954730354,42000.0,2610.116947736518,[0 1 0 0 0 1],[1 0 4],0.24030327796936035,"{'N001': {'N002': 0, 'N003': 137.6674262484422}}"
Ex 7,53307306.23157431,44000.0,2663.165311578716,[0 1 0 0 0 1],[1 2 3],0.139725923538208,"{'N001': {'N002': 138.72074241272296, 'N003': 131.21878839720415}}"
Ex 7,53439525.01997153,45000.0,2669.7262509985762,[0 1 0 0 0 1],[1 2 4],0.14034271240234375,"{'N001': {'N002': 138.72074241272296, 'N003': 131.21878839720415}}"
Ex 7,53447026.97398704,45000.0,2670.101348699352,[0 1 0 0 0 1],[1 4 3],0.13506078720092773,"{'N001': {'N002': 138.72074241272296, 'N003': 131.21878839720415}}"
Ex 7,53579245.76238424,46000.0,2676.662288119212,[0 1 0 0 0 1],[1 4 4],0.14009857177734375,"{'N001': {'N002': 138.72074241272296, 'N003': 131.21878839720415}}"
Ex 7,48979930.783145286,30000.0,2447.496539157264,[0 0 1 1 0 0],[0 0 0],0.014703750610351562,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50565887.892204724,36000.0,2526.494394610236,[0 0 1 1 0 0],[1 2 0],0.28981685638427734,"{'N001': {'N002': 124.57685800298991, 'N003': 0}}"
Ex 7,50691464.750207715,37000.0,2532.723237510386,[0 0 1 1 0 0],[1 4 0],0.2903735637664795,"{'N001': {'N002': 124.57685800298991, 'N003': 0}}"
Ex 7,50436060.889912054,36000.0,2520.003044495603,[0 0 1 1 0 0],[1 0 3],0.1849524974822998,"{'N001': {'N002': 0, 'N003': 111.35089129832014}}"
Ex 7,50548411.78121037,37000.0,2525.5705890605186,[0 0 1 1 0 0],[1 0 4],0.18493008613586426,"{'N001': {'N002': 0, 'N003': 111.35089129832014}}"
Ex 7,51978857.3362331,39000.0,2596.992866811655,[0 0 1 1 0 0],[1 2 3],0.2749764919281006,"{'N001': {'N002': 117.60173219004388, 'N003': 106.05212228437098}}"
Ex 7,52085909.45851747,40000.0,2602.2954729258736,[0 0 1 1 0 0],[1 2 4],0.2747795581817627,"{'N001': {'N002': 117.60173219004388, 'N003': 106.05212228437098}}"
Ex 7,52097459.06842314,40000.0,2602.872953421157,[0 0 1 1 0 0],[1 4 3],0.2748568058013916,"{'N001': {'N002': 117.60173219004388, 'N003': 106.05212228437098}}"
Ex 7,52204511.19070751,41000.0,2608.1755595353757,[0 0 1 1 0 0],[1 4 4],0.27031660079956055,"{'N001': {'N002': 117.60173219004388, 'N003': 106.05212228437098}}"
Ex 7,48995220.990329705,30000.0,2448.2610495164854,[0 0 1 0 1 0],[0 0 0],0.01976633071899414,"{'N001': {'N002': 0, 'N003': 0}}"
Ex 7,50349825.68495368,36000.0,2515.691284247684,[0 0 1 0 1 0],[1 2 0],0.10007190704345703,"{'N001': {'N002': 142.89385075704072, 'N003': 0}}"
Ex 7,50493719.53571073,37000.0,2522.8359767855363,[0 0 1 0 1 0],[1 4 0],0.0927121639251709,"{'N001': {'N002': 142.89385075704072, 'N003': 0}}"
