Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,Best_iter,CPU_time,total_generations
Ex 2,391932881,333000,19579.99405,[0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0.],[1. 1. 1. 1.],5,306.9898376464844,302.66282391548157,"{'N001': {'N002': 610.9794820465095, 'N003': 268.8821380810163}, 'N004': {'N002': 480.3425568597576, 'N003': 249.33302538397749}}",65
Ex 2,412299240,467100,20591.607,[1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0.],[1. 1. 1. 1.],5,304.5841212272644,301.7098743915558,"{'N001': {'N002': 711.8340515537195, 'N003': 308.3549239624318}, 'N004': {'N002': 617.2705491272301, 'N003': 288.78744405250706}}",65
Ex 2,401664715,397100,20063.38075,[1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1.],[1. 1. 1. 1.],8,306.42743611335754,303.2094576358795,"{'N001': {'N002': 740.1943421521541, 'N003': 310.74220259685393}, 'N004': {'N002': 489.8073357279854, 'N003': 259.7982517241192}}",59
Ex 2,393217250,397200,19641.0025,[0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1.],[1. 1. 1. 1.],10,311.0358204841614,308.55206298828125,"{'N001': {'N002': 677.8146750683443, 'N003': 292.2262823546588}, 'N004': {'N002': 530.0286398346483, 'N003': 283.1250351008325}}",57
Ex 2,408034777,398900,20381.79385,[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1.],[1. 1. 0. 1.],6,308.72376441955566,304.77157282829285,"{'N001': {'N002': 762.3487593880548, 'N003': 0}, 'N004': {'N002': 556.8462135543118, 'N003': 0}}",56
Ex 2,421137067,533100,21030.19835,[0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0.],[1. 1. 0. 1.],12,307.2241196632385,302.80321741104126,"{'N001': {'N002': 839.870121034245, 'N003': 0}, 'N004': {'N002': 702.3478771763847, 'N003': 0}}",74
Ex 2,394049158,222100,19691.3529,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1.],[1. 1. 1. 1.],10,311.03571343421936,307.4428324699402,"{'N001': {'N002': 661.3687384972872, 'N003': 262.05795934074575}, 'N004': {'N002': 462.99531819376284, 'N003': 250.7353628771451}}",56
Ex 2,391616039,362200,19562.69195,[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1.],[1. 1. 1. 1.],3,308.59776282310486,303.78633522987366,"{'N001': {'N002': 665.0555499175214, 'N003': 278.8226394527684}, 'N004': {'N002': 457.8355019308208, 'N003': 256.79989819341966}}",51
Ex 2,401595996,321200,20063.7398,[0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0.],[1. 1. 1. 1.],4,308.22388672828674,304.75589060783386,"{'N001': {'N002': 622.5159926436713, 'N003': 288.4839179740054}, 'N004': {'N002': 458.7055292052782, 'N003': 246.3000052893409}}",69
Ex 2,397369978,399000,19848.5489,[0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.],[1. 1. 0. 1.],3,305.1439492702484,301.17611265182495,"{'N001': {'N002': 752.7708221573682, 'N003': 0}, 'N004': {'N002': 578.6055456133539, 'N003': 0}}",64
