Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,Best_iter,CPU_time,total_generations
Ex 3,1055592688,467100,52756.2794,[1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0.],[1. 1. 1. 1.],5,304.5371906757355,302.3502457141876,"{'N001': {'N002': 2591.068873184037, 'N003': 1014.2858590041712}, 'N004': {'N002': 2235.738565569536, 'N003': 868.443216228033}}",81
Ex 3,1034457440,688800,51688.432,[1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1.],[1. 1. 1. 1.],8,307.69280982017517,305.4121539592743,"{'N001': {'N002': 2892.966853195278, 'N003': 1076.7766735827754}, 'N004': {'N002': 2036.3002071941598, 'N003': 923.1173105459582}}",63
Ex 3,1053978501,467200,52675.56505,[0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0.],[1. 1. 1. 1.],8,303.3812792301178,301.3350009918213,"{'N001': {'N002': 2419.722657184427, 'N003': 1066.8783306054236}, 'N004': {'N002': 2137.420022565829, 'N003': 909.4110485723024}}",90
Ex 3,1021240527,595400,51032.25635,[1. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1.],[1. 1. 1. 1.],4,306.31808257102966,302.64713287353516,"{'N001': {'N002': 2980.904631134717, 'N003': 978.1451274848304}, 'N004': {'N002': 2311.4562268212217, 'N003': 824.4791693977751}}",75
Ex 3,1036979488,659600,51815.9944,[1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0.],[1. 1. 1. 1.],10,304.66632056236267,301.6671516895294,"{'N001': {'N002': 2874.2017327684252, 'N003': 1105.6596080398792}, 'N004': {'N002': 2279.5403652176974, 'N003': 925.4957824530509}}",69
Ex 3,1037787472,467200,51866.0136,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.],[1. 1. 1. 1.],12,305.66210556030273,302.959636926651,"{'N001': {'N002': 2564.2088163804037, 'N003': 1091.139039917875}, 'N004': {'N002': 2192.6004677308565, 'N003': 927.7942151077021}}",81
Ex 3,1033841233,647900,51659.66665,[1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1.],[1. 1. 1. 1.],6,308.98941230773926,306.0994734764099,"{'N001': {'N002': 3076.336183232742, 'N003': 985.793387313219}, 'N004': {'N002': 2146.0058850310124, 'N003': 780.7325215089963}}",61
Ex 3,1048599183,636200,52398.14915,[0. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1.],[1. 1. 1. 1.],5,305.55279994010925,302.8972125053406,"{'N001': {'N002': 2646.542598338416, 'N003': 1051.2846618121646}, 'N004': {'N002': 2237.529618131142, 'N003': 892.8242635072935}}",81
Ex 3,1020703908,770500,50996.6704,[1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1.],[1. 1. 1. 1.],13,306.6306014060974,303.86561822891235,"{'N001': {'N002': 2926.85722116205, 'N003': 1093.5695204795134}, 'N004': {'N002': 2356.6127434072732, 'N003': 964.0112586618211}}",71
Ex 3,1050964406,589600,52518.7403,[0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0.],[1. 1. 1. 1.],8,302.5064878463745,299.63233399391174,"{'N001': {'N002': 2424.253375802528, 'N003': 1078.3417800018399}, 'N004': {'N002': 2234.471813332235, 'N003': 946.3435391392406}}",100
